#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Main string file (Chinese Simple)
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contains all the main strings.
# - The order of the strings has been synchronized in the English, French, 
#   German, Italian and Spanish version. This has not been done for the 
#   Japanese version, since that file is missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last line of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Moved build list sequence strings to gl_str.txt.
#   - April 7th 2005 Martin Gühmann
# - Added str_ldl_OptimizeSpecialists string - April 7th 2005 Martin Gühmann 
# - Added str_ldl_DD_OPTIMIZE_SLIDERS for sliders optimization button. 
#   - April 9th 2005 Martin Gühmann
# - Moved Great Libary title string from add_str.txt. - April 9th 2005 Martin Gühmann
# - Added battleview window strings for attack building bonuses, and modified
#   new combat names. - 07-Mar-2009 Maq
# - Added new strings for redesigned City Window. - 28-Mar-2009 Maq
# - Added strings for political map - 6-Jul-2009 EPW
# - Added new strings for redesigned empire manager. - 22-Jul-2009 Maq
# -Added strings for view capital buttons - 4-Jan-EPW
# -Added string for relationships 7-Jan-EPW
#----------------------------------------------------------------------------

##Those darn hard-coded strings 03-09-99
str_ldl_Already_Offer	"已提供特产，要变更吗？"
str_ldl_DD_FARMERS_LABEL			"农业："
str_ldl_DD_LABORERS_LABEL			"劳力："
str_ldl_DD_GOVERNMENT_LABEL			"政府："
str_ldl_DD_WAGES_EFFECT_LABEL			"工资："
str_ldl_DD_SCIENTISTS_LABEL			"科学家："
str_ldl_DD_MERCHANTS_LABEL			"商人："
str_ldl_DD_FEATS_AND_WONDERS_LABEL		"奇观和壮举："
str_ldl_DD_TRADE_LABEL				"贸易："
str_ldl_DD_CONVERSIONS_LABEL			"转变信仰："
str_ldl_DD_UNIT_SUPPORT_LABEL			"供给："
str_ldl_DD_ENEMY_LABEL				"敌人："
str_ldl_DD_SCIENCE_TITLE			"科技"
str_ldl_DD_GOLD_TITLE				"黄金"
# Government Tab Panel
str_ldl_DD_GOV_CURRENT				"目前政体"
str_ldl_DD_GOV_COMPARE				"比较"
str_ldl_DD_GOV_ENACT				"<- 颁布"
str_ldl_DD_GOV_CITIES				"最大城市数："
str_ldl_DD_GOV_GROWTH				"帝国成长率："
str_ldl_DD_GOV_PRODUCTION			"生产力："
str_ldl_DD_GOV_RESEARCH				"研发及科学："
str_ldl_DD_GOV_ECONOMIC				"经济力："
str_ldl_DD_GOV_COMMERCE				"犯罪/贪污程度："
str_ldl_DD_GOV_MILITARY				"军队维持费用："
str_ldl_DD_GOV_LOYALTY				"人民忠诚度："
str_ldl_DD_GOV_MARTIAL_LAW			"戒严令效率："
str_ldl_DD_GOV_ANTI_POLLUTION		"反污染及污染容忍度："

# Advance Selection Pop-up
str_ldl_ASP_GOAL					"目的"

# National Management
str_ldl_NATIONAL_DIALOG_TITLE		"国政官"
str_ldl_ND_ADVICE					"建言"
str_ldl_ND_BUILD_QUEUE				"建设官……"
str_ldl_ND_DISBAND					"解散"
str_ldl_ND_RESOURCE_TAB				"资源"
str_ldl_ND_RTL_CITY_NAME			"城市名称"
str_ldl_ND_RTL_POPULATION			"人口"
str_ldl_ND_STATUS_TAB				"状态"
str_ldl_ND_STL_CITY_NAME			"城市名称"
str_ldl_ND_STL_MAYOR				"市长"
str_ldl_ND_STL_PRIORITY				"市政重点"
str_ldl_ND_STL_BUILDING				"建物"
str_ldl_ND_STL_TIME                 "回合"
str_ldl_ND_ST_GOVERNOR				"市长："
str_ldl_ND_ST_RUSH_BUY				"快速购买"
str_ldl_ND_ON						"开"
str_ldl_ND_OFF						"关"
str_ldl_ND_EMPTY					"空白"
str_ldl_ND_NA						"无"
str_ldl_ND_VERIFY_DISBAND			"要解散所选城市吗？ "

# Science Management
str_ldl_SCIENCE_DIALOG_TITLE		"科技官"
str_ldl_SD_ADVICE					"建言"
str_ldl_SD_CHANGE_RESEARCH			"改变研究项目"
str_ldl_SD_CURRENT_RESEARCH_GROUP	"目前研发中"
str_ldl_SD_AL_ADVANCE_NAME			"科技名称"
str_ldl_SD_TURNS_TO_ADVANCE			"距发明科技回合："
str_ldl_SD_CURRENT_EXPENDITURE		"目前投注资金："
str_ldl_SD_TOTAL_COST				"整体费用："

# Science Victory
str_ldl_SCIENCE_VICTORY_TITLE		"科技胜利"
str_ldl_SV_REQ_MAINFRAMES		"需要控制器核心组件： "
str_ldl_SV_REQ_TOWERS			"需要方尖塔： "
str_ldl_SV_REQ_SATELLITES		"需要人造卫星： "
str_ldl_SV_COM_MAINFRAMES		"控制器核心组件完成： "
str_ldl_SV_COM_TOWERS			"方尖塔完成： "
str_ldl_SV_COM_SATELLITES		"人造卫星完成： "
str_ldl_SV_COVERAGE			"涵盖范围： "
str_ldl_SV_MAINFRAME_LOC		"控制器核心组件位置"
str_ldl_SV_MAINFRAME_STAT		"状态"
str_ldl_SV_TOWER_RADIUS			"范围："
str_ldl_SV_START			"开始激活程序"
str_ldl_SV_BUILD_QUEUE			"建设官……"
str_ldl_SV_COMPLETE			"完成"
str_ldl_SV_INITIAL_SEQUENCE		"盖亚控制器起动中……"
str_ldl_SV_COUNTDOWN_SEQUENCE		"盖亚控制器在%d回合内开始运转……"

# Message Box
str_ldl_MB_OK						"确定"
str_ldl_MB_CANCEL					"取消"

# Army Management
str_ldl_ArmyManagement "军务官"
str_ldl_ArmyManagementTitle "军务官"

# Diplomacy wizard
str_ldl_DiplomacyWizardTitle "外交提议"
str_ldl_DipWizardRequest "请求"
str_ldl_DipWizardOffer "提供"
str_ldl_DipWizardTreaty "条约"
str_ldl_DipWizSelectNation "选择对象："
str_ldl_DipWizSelectTone "选择语气："
str_ldl_DipWizSelectRequestOfferTreaty "选择要求条件、提供的条件或缔约"
str_ldl_DipWizSelectRequestTreaty "选择要求条件或缔约"
str_ldl_DipWizSelectOfferTreaty "选择提供的条件或缔约"
str_ldl_DipWizSelectRequestOffer "选择要求条件或提供的条件"

str_ldl_DipWizSelectRequestOfferTreatyForCounter "选择相反提议的要求条件、提供条件，或缔约"
str_ldl_DipWizSelectRequestTreaty "选择相反提议的要求条件或缔约"
str_ldl_DipWizSelectOfferTreaty "选择相反提议的提供条件或缔约"
str_ldl_DipWizSelectRequestOffer "选择相反提议的要求条件或提供条件"

str_ldl_DipWizYear "日期： {g.year_str}"
str_ldl_DipWizRecipient "此致{player[0].civ_name_singular}领袖："
str_ldl_DipWizProposal "提议："
str_ldl_DipWizExchange "交换："
str_ldl_DipWizSend "递送"
str_ldl_DipWizNoNation "<无>"
str_ldl_DipWizSender "从{player[0].civ_name_singular}领袖： "
str_ldl_DipWizResponse "响应"
str_ldl_DipWizCounterProposal "{player[0].leader_name}提出了上述的相反提议 "
str_ldl_DipWizAccept "接受"
str_ldl_DipWizReject "拒绝"
str_ldl_DipWizCounter "反驳"
str_ldl_DipWizThreaten "威胁"

str_ldl_DipWizReceivedProposal "我们接到了{player[0].civ_name_plural}的提议。"
str_ldl_DipWizReceivedReject "{player[0].civ_name_plural}回绝了提议。"
str_ldl_DipWizReceivedAccept "{player[0].civ_name_plural}接受了提议。"
str_ldl_DipWizReceivedCounter "{player[0].civ_name_plural}提出了相反提议。"
str_ldl_DipWizReceivedThreat "{player[0].civ_name_plural}威胁我国！ "

str_ldl_CityWinPeopleAndResources "人民及资源"
str_ldl_CityWinStatistics "数据"
str_ldl_CityWinBuildQueue "建设官"
str_ldl_CityWinInventory "清单"
str_ldl_CityWinEfficiency "效率"
str_ldl_CityWinGrowth "成长率"
str_ldl_BuildManagerTitle "建设官"

###### Revised to add ':'
#str_ldl_CityWinHappiness "幸福度"
#str_ldl_CityWinPollution "污染"
######

str_ldl_SendMessage				"发送"
str_ldl_CreateProposal "提议"
str_ldl_Details "细节"

str_ldl_QueueName "排程名称"
str_ldl_LoadQueue "加载……"
str_ldl_CreateCustomQueue "设立预设排程"
str_ldl_DeleteQueue "删除排程"

str_ldl_ClearQueueQuery "清除此城的排程吗？ "
str_ldl_EditQueueUnitItemFormat "%s (a:%d/r:%d/d:%d/m:%d)"

str_ldl_Insert "插入"
str_ldl_Append "附加"
str_ldl_Overwrite "覆写"

str_ldl_EditQueueMustEnterName "储存预设排程之前，得先输入名称。"
str_ldl_EditQueueReallyOverwrite "确定要覆写名为%s的预设排程吗？ "
str_ldl_EditQueueReallyLoad "确定要加载%s的%s预设排程吗？这会取代现有的建造排程。"
str_ldl_EditQueueReallyLoadMulti "确定要在所有选定城市中加载名为%s的建造排程吗？"

str_ldl_ScenHut "小屋"
str_ldl_ScenRiver "河流"
str_ldl_ScenGoods "特产"
str_ldl_Scen1 "1"
str_ldl_Scen2 "2"
str_ldl_Scen3 "3"
str_ldl_Scen4 "4"
str_ldl_ScenarioEditor "关卡编辑器"

str_ldl_Pop "人口"
str_ldl_Mayor "市长"
str_ldl_Time "回合"

str_ldl_HappyNegative "负面因素"
str_ldl_HappyPositive "正面因素"

str_ldl_Polluters "污染源"
str_ldl_Cleaners "处理污染设施"

str_ldl_CityWinSpecTabPollutionLabel		"污染"
str_ldl_CityWinSpecTabCrimeFormat		"%d%%"
str_ldl_CityWinSpecTabCrimeLabel		"犯罪"
str_ldl_CityWinCrimeFormat "犯罪：%d%%"
str_ldl_IW_CONFIRM_WAR "对{player[0].country_name}宣战吗？"

# General
str_ldl_Building_Nothing_Label "无"

# Espionage Menu
str_ldl_EspionageMenuTitle	"谍报"
str_ldl_CityEspionageTitle	"刺探城市情报"
str_ldl_Espionage_City_Label "{player[0].civ_name_singular}城市：{city[0].name}"
str_ldl_Espionage_Population_Label	"人口： {city[0].population}"
str_ldl_Espionage_Happiness_Label	"幸福度： {city[0].happiness}"
str_ldl_Espionage_Building_Label	"目前建物： {city[0].building}"
str_ldl_Espionage_CompleteIn_Label	"完成于： {city[0].buildingtime}"
str_ldl_Espionage_CityIncome_Label	"城市收入： {city[0].netcitygold}"
str_ldl_Espionage_GoldInTrade_Label	"贸易所赚利润： {city[0].goldfromtraderoutes}"

# Score dialog
#below has been updated in add_str
#str_ldl_INFORMATION_DIALOG_TITLE		"统计数据"
str_ldl_SCORE_TAB_TITLE			"分数"

str_ldl_SCORE_DIFFICULTY		"困难度："
str_ldl_SCORE_YOUR_RANK			"您的名次："
str_ldl_SCORE_YOUR_SCORE		"您的分数："

str_ldl_SCORE_BREAKDOWN			"垮台："
str_tbl_ldl_VictoryAllied		"同盟胜利："
str_tbl_ldl_VictoryScience		"奇观胜利："
str_tbl_ldl_VictoryConquest		"单独胜利："
str_tbl_ldl_InProgress			"游戏进行中："
str_tbl_ldl_Defeat				"灭国："
	
# Great Library
str_ldl_CAPS_GREAT_LIBRARY			"大图书馆"
str_ldl_GreatLibraryGoalSetTo "目标设定为：%s"
str_ldl_GreatLibraryGoalKnown			"我们已经研发了 %s ，未设定下一个目标"
str_ldl_GreatLibraryNoGoalPossible		"%s 尚未研发。"
str_ldl_SEARCH_WORD "搜索："
str_ldl_TECH_TREE "科技树"
str_ldl_SET_GOAL	"设定目标"




# Ranking Tab
str_ldl_RANKING_MILITARY			"军事"
str_ldl_RANKING_ECONOMIC			"经济"
str_ldl_RANKING_SCIENTIFIC			"科技"
str_ldl_RANKING_OVERALL				"整体"
str_ldl_RANKING_POLLUTION			"污染"
str_ldl_RANKING_TRADE				"贸易"
str_ldl_RANKING_GOLD				"黄金"
str_ldl_RANKING_CITIES				"城市群"
str_ldl_RANKING_POPULATION			"人口"
str_ldl_RANKING_AREA				"Area"
str_ldl_RANKING_UNITS				"部队"
str_ldl_RANKING_BUILDINGS			"建物"
str_ldl_RANKING_WONDERS				"奇迹"
str_ldl_RANKING_RANK				"名次："
str_ldl_INFO_RANKING_TAB			"排名"
str_ldl_LINE_BUTTON					"线图"
str_ldl_ZEROSUM_BUTTON				"零和图"

# Timeline Tab
str_ldl_INFO_TIMELINE_TAB "时间表"
str_ldl_RIGHT_BUTTON "向右卷动"
str_ldl_LEFT_BUTTON "向左卷动"


# Intelligence Detail Screen
str_ldl_INTELDET_FOREIGNRELATIONS_TAB	"外交关系"
str_ldl_INTELDET_DOMESTIC_TAB			"内政"
str_ldl_INTELDET_SCIENCE_TAB			"科学"
str_ldl_DipDetails_Priveledged			"*特许情报*"
str_ldl_DipDetails_EmpireSize			"帝国规模： {player[0].cities}"
str_ldl_DipDetails_Population			"人口：%i"
str_ldl_DipDetails_Pollution			"污染：%i"
str_ldl_DipDetails_Capital				"国家首都： {player[0].capital}"
str_ldl_DipDetails_LargestCity			"最大城市： {player[0].largestcity}"
str_ldl_DipDetails_GovType				"政体： {player[0].govttype}"
str_ldl_DipDetails_MilitaryState		"军事状态： {player[0].militarystate}"
str_ldl_DipDetails_NowResearching		"{player[0].civ_name_singular}现正研究： {player[0].researching}"
str_ldl_DipDetails_KnownToGov			"唯一由{player[0].country_name}掌握的科技"
str_ldl_DipDetails_KnownToYou			"唯一由您掌握的科技"
str_ldl_DipDetails_IntelReport			"{player[0].civ_name_singular}的情报报告"
str_ldl_DipDetails_LeaderName			"领袖名称： {player[0].leader_name}"
str_ldl_DipDetails_LeaderPersonality	"领袖性格： {player[0].leaderperonality}"
str_ldl_DipDetails_EmbassyMsg			"* 大使馆需可接触特许情报。"
str_ldl_DipDetails_NoEmbassy			"<无大使馆>"

# Tile improvent panel
str_ldl_ImproveLand "陆地"
str_ldl_ImproveOcean "海洋"
str_ldl_ImproveSpecial "特殊"
str_ldl_ImproveTerraformLand "改造地形"
str_ldl_ImproveTerraformOcean "改造海洋"

# Radar Map button labels.
str_ldl_RADAR_MAP_UNITS		"部队"
str_ldl_RADAR_MAP_CITIES	"城市"
str_ldl_RADAR_MAP_BORDERS	"国界"
str_ldl_RADAR_MAP_POLITICAL			"政体"
str_ldl_RADAR_MAP_CAPITOLS			"国会"
str_ldl_RADAR_MAP_RELATIONSHIPS		"关系"

str_ldl_BV_RETREAT "撤退"

ADVANCE_NO_SPECIFIC_ADVANCES "开始研发新科技"

str_ldl_PollutionList_Population "因人口而造成的污染"
str_ldl_PollutionList_Production "因工业而造成的污染"

str_ldl_DisbandSelectedUnits "解散选定部队吗？ "

str_ldl_ShowLabels "显示卷标"

str_ldl_CityWinProductionTab "生产力"
str_ldl_CityWinInventoryTab  "清单"
str_ldl_CityWinSpecialistTab "专家"
str_ldl_CityWinStatisticsTab "调整指数"
str_ldl_CityWinUnitsTab "部队"


# autosave string
AUTOSAVE_NAME				"自动记录"

TRADE_ROUTE_RESET 			"重设贸易路线！"

SHOW_ME "示范"

TEST_BEGIN_TURN "myValue's value is {myValue}"
TEST_UNIT_KILLED "{unit[0].name}遇害了 "

INFOBAR_UNITS "部队： "
INFOBAR_CITY "城市： "
INFOBAR_UNEXPLORED "未探索"

UNIT_CATEGORY_GENERIC "总类"
UNIT_CATEGORY_SETTLER "开拓队"
UNIT_CATEGORY_AERIAL "空军"
UNIT_CATEGORY_NAVAL "海军"
UNIT_CATEGORY_UNDERSEA "水下"
UNIT_CATEGORY_ATTACK "攻击"
UNIT_CATEGORY_DEFENSE "防守"
UNIT_CATEGORY_RANGED "长程"
UNIT_CATEGORY_FLANKER "侧卫"
UNIT_CATEGORY_SPECIAL "特殊" 

UNIT_LOCATION_IN_FIELD "野战"
UNIT_LOCATION_IN_SPACE "太空"
UNIT_ORDER_TRANSPORTED				"运载中"

ARMY_NAME_PREFIX "军队 #"

#Context menu strings
CONTEXT_CITY_VIEW "市政官"
CONTEXT_CITY_BUILD "建设官"
CONTEXT_CITY_RENAME "城市改名"
CONTEXT_CITY_DISBAND "解散城市"
CONTEXT_ARMY_MANAGEMENT "军务官"
CONTEXT_CLEAR_ORDERS "清除指示"

ADVANCE_GIVES_UNITS "部队： "
ADVANCE_GIVES_BUILDINGS "建物： "
ADVANCE_GIVES_WONDERS "奇观： "

LEADER_ADDRESS_MALE "阁下"
LEADER_ADDRESS_FEMALE "女士"
LEADER_ADDRESS_MALE_CAP "阁下"
LEADER_ADDRESS_FEMALE_CAP "女士"

# Empire Level Description Strings
EMPIRE_RATIONS_AMOUNT_0				"6"
EMPIRE_RATIONS_AMOUNT_1				"9"
EMPIRE_RATIONS_AMOUNT_2				"12"
EMPIRE_RATIONS_AMOUNT_3				"15"
EMPIRE_RATIONS_AMOUNT_4				"18"
EMPIRE_RATIONS_AMOUNT_UNIT	"公斤"

EMPIRE_WORKDAY_AMOUNT_0		"6"
EMPIRE_WORKDAY_AMOUNT_1		"8"
EMPIRE_WORKDAY_AMOUNT_2		"10"
EMPIRE_WORKDAY_AMOUNT_3		"12"
EMPIRE_WORKDAY_AMOUNT_4		"14"
EMPIRE_WORKDAY_AMOUNT_UNIT	"小时"

EMPIRE_COMMERCE_AMOUNT_0			"2"
EMPIRE_COMMERCE_AMOUNT_1			"3"
EMPIRE_COMMERCE_AMOUNT_2			"4"
EMPIRE_COMMERCE_AMOUNT_3			"5"
EMPIRE_COMMERCE_AMOUNT_4			"6"
EMPIRE_COMMERCE_AMOUNT_UNIT	"黄金"

EMPIRE_VALUE_DESC_GROWTH_0		"无政府"
EMPIRE_VALUE_DESC_GROWTH_1		"极迟缓"
EMPIRE_VALUE_DESC_GROWTH_2		"迟缓"
EMPIRE_VALUE_DESC_GROWTH_3		"平均"
EMPIRE_VALUE_DESC_GROWTH_4		"快速"
EMPIRE_VALUE_DESC_GROWTH_5		"极快速"

EMPIRE_VALUE_DESC_PRODUCTION_0	"无政府"
EMPIRE_VALUE_DESC_PRODUCTION_1	"极低"
EMPIRE_VALUE_DESC_PRODUCTION_2	"低"
EMPIRE_VALUE_DESC_PRODUCTION_3	"中等"
EMPIRE_VALUE_DESC_PRODUCTION_4	"高"
EMPIRE_VALUE_DESC_PRODUCTION_5	"极高"

EMPIRE_VALUE_DESC_RESEARCH_0	"无政府"
EMPIRE_VALUE_DESC_RESEARCH_1	"极低"
EMPIRE_VALUE_DESC_RESEARCH_2	"低"
EMPIRE_VALUE_DESC_RESEARCH_3	"中等"
EMPIRE_VALUE_DESC_RESEARCH_4	"高"
EMPIRE_VALUE_DESC_RESEARCH_5	"极高"

EMPIRE_VALUE_DESC_ECONOMIC_0	"无政府"
EMPIRE_VALUE_DESC_ECONOMIC_1	"贫穷"
EMPIRE_VALUE_DESC_ECONOMIC_2	"低"
EMPIRE_VALUE_DESC_ECONOMIC_3	"中等"
EMPIRE_VALUE_DESC_ECONOMIC_4	"高"
EMPIRE_VALUE_DESC_ECONOMIC_5	"富有"

EMPIRE_VALUE_DESC_COMMERCE_0	"无政府"
EMPIRE_VALUE_DESC_COMMERCE_1	"极高"
EMPIRE_VALUE_DESC_COMMERCE_2	"高"
EMPIRE_VALUE_DESC_COMMERCE_3	"中等"
EMPIRE_VALUE_DESC_COMMERCE_4	"低"
EMPIRE_VALUE_DESC_COMMERCE_5	"极低"

EMPIRE_VALUE_DESC_MILITARY_0	"无政府"
EMPIRE_VALUE_DESC_MILITARY_1	"极高"
EMPIRE_VALUE_DESC_MILITARY_2	"高"
EMPIRE_VALUE_DESC_MILITARY_3	"中等"
EMPIRE_VALUE_DESC_MILITARY_4	"低"
EMPIRE_VALUE_DESC_MILITARY_5	"最低"

EMPIRE_VALUE_DESC_MARTIALLAW_0	"无政府"
EMPIRE_VALUE_DESC_MARTIALLAW_1	"无"
EMPIRE_VALUE_DESC_MARTIALLAW_2	"松懈"
EMPIRE_VALUE_DESC_MARTIALLAW_3	"适度"
EMPIRE_VALUE_DESC_MARTIALLAW_4	"严格"
EMPIRE_VALUE_DESC_MARTIALLAW_5	"极端"

EMPIRE_VALUE_DESC_LOYALTY_0	"无政府"
EMPIRE_VALUE_DESC_LOYALTY_1	"冷淡"
EMPIRE_VALUE_DESC_LOYALTY_2	"消极"
EMPIRE_VALUE_DESC_LOYALTY_3	"忠诚"
EMPIRE_VALUE_DESC_LOYALTY_4	"热情"
EMPIRE_VALUE_DESC_LOYALTY_5	"狂热"

EMPIRE_VALUE_DESC_ANTI_POLLUTION_0	"无政府状态"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_1	"无"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_2	"松懈"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_3	"适度"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_4	"严格"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_5	"极端"

INFOBAR_RIVER "河流"
INFOBAR_FOOD_LABEL " F:"
INFOBAR_PROD_LABEL " P:"
INFOBAR_GOLD_LABEL " C:"
INFOBAR_BIO_INFECTION " 生化感染"
INFOBAR_NANO_INFECTION " 微菌感染"
INFOBAR_CONVERTED " 遭感化"
INFOBAR_FRANCHISED " 遭开设专卖店"
INFOBAR_INJOINED " 参与"
INFOBAR_RIOTING " 暴动中"
INFOBAR_WATCHFUL " 警戒"

CONTEXT_CITY_ACTIVATE 			"  指挥所有部队"
CONTEXT_CITY_MAYOR_OFF 			"  开启市长服务"
CONTEXT_CITY_MAYOR_ON  			"  关闭市长服务"
CONTEXT_GROUP_ALL				"  编组所有部队"
CONTEXT_UNGROUP_ALL 			"  解散所有部队编组"

str_ldl_Citizens "市民"
str_ldl_ActivateUnit "部队听令"

str_ldl_UnitsGarrisonedInCity "部队驻扎在城市中"
str_ldl_CurrentQueue "目前排程"
str_ldl_LoadSaveCustomQueue "加载/储存预设排程"
str_ldl_EditQueueDelete "删除"
str_ldl_EditQueueUp "上移"
str_ldl_EditQueueDown "下移"
str_ldl_EditQueueBuildableItems "可建造项目"
str_ldl_EditQueueUnits "部队"
str_ldl_EditQueueBuildings "建物"
str_ldl_EditQueueWonders "奇观"
str_ldl_EditQueueAppend "新增 >"
str_ldl_EditQueueInsert ">插入<"
str_ldl_EditQueueSuggest			"建议"

str_ldl_EditQueueAttack "攻击"
str_ldl_EditQueueDefense "防守"
str_ldl_EditQueueArmor "装甲"
str_ldl_EditQueueRanged "远距"
str_ldl_EditQueueDamage "伤害力"
str_ldl_EditQueueMovement "机动力"
str_ldl_EditQueueGreatLibrary "大图书馆"
str_ldl_EditQueueConfirmOverwrite "要更换所有选定城市之建造排程吗？ "

#revised to eliminate phrase 'total:' Updated in add_str
#str_code_TotalPollutionFormat "总数: %d"
str_code_SaveQueueAsColon "将排程储存为： "

str_ldl_EditQueueAllItems "所有项目"

str_ldl_EditQueueGotoCity "市政官"
str_ldl_EditQueueCustomItems "建立预设排程"
str_ldl_EditQueueAllItems "所有项目"
str_ldl_EditQueueCustomQueue "预设排程"
str_ldl_EditQueueSave "储存排程"

str_ldl_Add "<  增加"
str_ldl_Remove "移除 >"
str_ldl_AddAll "<< 全部增加"
str_ldl_RemoveAll "全部移除 >>"


# # END OF STUFF ADDED 9/5/00

#Disbanding Cities Strings
str_ldl_CantDisbandCitySize		"不能解散规模超过3的城市。"
str_ldl_CantDisbandLastCity		"不能解散最后一座城市。"

# Stuff added 20-Nov-2007 # I have no idea were else to put it
str_FileDoesNotExist                            "文件不存在："
str_MapSizesDiffer                              "新地图尺寸与已载入的不符，\n 重定义地图尺寸，旧/新："

# Profile strings (Advanced options list)
str_profile_UnitAnim 				"开启部队动画"
str_profile_GoodAnim 				"开启特产动画"
str_profile_TradeAnim 				"开启贸易路线动画"
str_profile_WonderMovies 			"播放奇观影片"
str_profile_EnemyMoves 				"显示敌人动态"
str_profile_RevoltWarning 			"<OBS>"
str_profile_EnemyIntrude 			"<OBS>"
str_profile_UnitLostWarning 			"<OBS>"
str_profile_TradeLostWarning 			"<OBS>"
str_profile_CityLostWarning 			"<OBS>"
str_profile_AutoCenter 				"以目前选定的部队或城市为画面中心"
str_profile_AutoSave 				"开启自动储存服务"
str_profile_AutoGroup 				"<OBS>"
str_profile_AutoDeselect 			"自动取消选取部队"
str_profile_AutoSelectNext 			"自动选取下一个部队"
str_profile_AutoSelectFirstUnit 		"自动选取下一个可操控的部队"
str_profile_AutoTurnCycle 			"自动切换回合"
str_profile_ShowZoomedCombat 			"开启作战画面"
str_profile_UseFingerPrinting 			"<OBS>"
str_profile_UseRedbookAudio 			"播放CD音乐"
str_profile_TryWindowsResolution 		"<OBS>"
str_profile_ScreenResWidth 			"<OBS>"
str_profile_ScreenResHeight 			"<OBS>"
str_profile_ZoomedCombatAlways 			"显示所有战斗的作战动画"
str_profile_AttackEveryone 			"<OBS>"
str_profile_NonRandomCivs 			"<OBS>"
str_profile_AutoEndMultiple 			"自动切换复数回合"
str_profile_UnitCompleteMessages 		"显示部队建造完成讯息"
str_profile_NonContinuousUnitCompleteMessages 	"连续显示部队建造完成讯息"
str_profile_ShowCityNames 			"显示城市名称"
str_profile_ShowTradeRoutes 			"显示贸易路线"
str_profile_UnitSpeed 				"部队动画速度"
str_profile_MouseSpeed 				"鼠标敏感度"
str_profile_LeftHandedMouse 			"选择左手操控鼠标"
str_profile_CityBuiltMessage 			"<OBS>"
str_profile_UseAttackMessages 			"<OBS>"
str_profile_MoveHoldTime 			"<OBS>"
str_profile_BattleSpeed 			"作战画面速度"
str_profile_ScrollDelay 			"鼠标卷动延迟（1/10秒）"
str_profile_AutoSwitchTabs 			"自动切换控制表页面"
str_profile_AutoRenameCities 			"城市设立时可重新命名"
str_profile_AutoOpenCityWindow 			"城市设立时开启建设官"
str_profile_ShowEnemyHealth 			"显示敌军的生命值"
str_profile_ShowCityInfluence 			"显示城市的影响范围"
str_profile_ShowPoliticalBorders 		"显示国界"
str_profile_EndTurnSound                        "回合结束提示音"
str_profile_CloseOnEyepoint                     "点击眼球时关闭信息"
str_profile_ShowExpensive                       "Show Expensive Tile Improvement Effects"
str_profile_ShowOrderUnion                      "显示所有军队命令" 
str_profile_RecentAtTop                         "新信息顶部显示"
str_profile_CityClick                           "点选城市而非军队"
str_profile_DebugSlic                           "逐步调试信息"
str_profile_DebugSlicEvents                     "逐步事件调试信息"
str_profile_EndTurnWithEmptyBuildQueues         "建筑排程为空结束回合"
str_profile_RunInBackground                     "允许后台结束回合"
str_profile_Upgrade                             "单位升级中"
str_profile_SmoothBorders                       "平滑帝国边界"
str_profile_CivFlags                            "显示文明单位旗帜"
str_profile_NoAIProductionDeficit               "AI无生产赤字"
str_profile_NoAIGoldDeficit                     "AI城市不匮乏黄金"                              # AI cities don't go negative in gold
str_profile_AICityDefenderBonus                 "AI城市防御加权"                                # AI population adds to city defenses
str_profile_BarbarianCities                     "允许野蛮人移居城市"                            # Entrenched barbarians create a city
str_profile_SectarianHappiness                  "城市风格抵触导致不开心"             # Conflicting religious, citystyles and city govts cause unhappiness
str_profile_RevoltCasualties                    "城市暴乱损失人口"              # Revolting city loses 1/3 of population
str_profile_RevoltInsurgents                    "城市暴乱产生野蛮人"            # Revolting city creates barbarians
str_profile_BarbarianCamps                      "允许野蛮人建造设施"        # Entrenched barbarians create an imp
str_profile_BarbarianSpawnsBarbarian            "允许野蛮人繁衍"        # Entrenched barbs create more barbs
str_profile_AINoSinking                         "AI船只不会沉没"                           # AI ships don't sink
str_profile_AINoCityLimit                       "AI无城市上限"                              # AI not affected by city limit
str_profile_GoldPerUnitSupport                  "1单位耗费1金币"                          # All pay thins int times unit support calculation
