# - Added strings for political map(Empty for all but English) - 6-Jul-2009 EPW
# - Added new strings for redesigned empire manager. - 22-Jul-2009 Maq
# -Added strings for view capital buttons - 4-Jan-EPW
# -Added string for relationships 7-Jan-EPW

##以下はハード コード ストリングです｡99/03/09
str_ldl_Already_Offer	"もう既に提案は聞いているぞ｡それとも新しい提案かな？"
str_ldl_DipReturnToNegotiations 	"交渉に戻る"

str_ldl_DipTone0 			"寛大/温和"
str_ldl_DipTone1 			"友好的/対等"
str_ldl_DipTone2 			"従順/追従"
str_ldl_DipTone3 			"尊大/威圧"
str_ldl_DipTone4 			"敵対/険悪"

str_dip_InvalidProposal 		"左側のリストから提案を選択する"

str_ldl_Threaten 			"脅迫"


# 
# 新しいコントロール パネルのストリング
#

str_ldl_CivTabTitle 			"帝国"
str_ldl_MsgTabTitle 			"ﾒｯｾｰｼﾞ"
str_ldl_CityTabTitle 			"都市"
str_ldl_UnitTabTitle 			"ﾕﾆｯﾄ"
str_ldl_TileTabTitle 			"地形改善"

#
# メニュー バーのストリング
#

str_ldl_CivMenuTitle 			"帝国"
str_ldl_CitiesMenuTitle			"都市"
str_ldl_UnitsMenuTitle			"ユニット"
str_ldl_DiplomacyMenuTitle		"外交"
str_ldl_ScienceMenuTitle		"科学"
str_ldl_TradeMenuTitle			"貿易"
str_ldl_GLMenuTitle			"百科事典"
str_ldl_InfoMenuTitle			"統計データ"
str_ldl_OptionsMenuTitle		"オプション"

# 帝国メニューのストリング
str_ldl_EmpireManager			"帝国管理"
str_ldl_ScienceManager				"科学管理"
str_ldl_TradeOpenMarket			"貿易 - 市場の開設"
str_ldl_Gaia				"ガイア コントローラー"

# 都市メニューのストリング
str_ldl_CityManagement			"都市管理"
str_ldl_NatlManager			"国家管理"	 
str_ldl_BuildQueue			"生産管理"    


# ユニット メニューのストリング
str_ldl_UnitManager			"ユニット管理"

# 外交メニューのストリング
str_ldl_Negotiations			"交渉"
str_ldl_DiplomacyManager		"外交管理"
str_ldl_NewProposal			"新提案"

# 科学メニューのストリング
str_ldl_ScienceScreen			"科学画面"
str_ldl_GreatLibrary			"百科事典" 

# 貿易メニューのストリング
str_ldl_TradeScreen			"貿易画面"

# 百科事典メニューのストリング
str_ldl_GreatLibrary			"百科事典"

# 情報メニューのストリング
str_ldl_Score				"スコア"		
str_ldl_Ranking				"ランキング"		
str_ldl_Timeline			"タイムライン"	

# オプションメニューのストリング
str_ldl_Gameplay			"ゲームプレイ"		
str_ldl_MapFilters			"マップ フィルター"	
str_ldl_Graphics			"グラフィック"		
str_ldl_Sound				"サウンド"			
str_ldl_Advanced			"高度なｵﾌﾟｼｮﾝ"      
str_ldl_SaveGame			"ゲームのセーブ"		
str_ldl_LoadGame			"ゲームのロード"		
str_ldl_Restart				"再スタート"		
str_ldl_NewGame				"新規ゲーム"		
str_ldl_Quit				"終了"			

# メニュー ストリングの終わり

str_ldl_NewArmy 			"新しい部隊"
str_ldl_SingleUnits 			"その他のユニット"
str_ldl_ArmyCount 			"部隊の場合: %d"
str_ldl_Armies 				"複数の部隊"

str_ldl_ScenYear 			"年"
str_ldl_NumPlayers 			"# プレイヤー"

str_ldl_SaveMap 			"ﾏｯﾌﾟのｾｰﾌﾞ"
str_ldl_LoadMap 			"ﾏｯﾌﾟのﾛｰﾄﾞ"
str_ldl_SaveScenario 			"ｼﾅﾘｵのｾｰﾌﾞ"
str_ldl_LoadScenario 			"ｼﾅﾘｵのﾛｰﾄﾞ"
str_ldl_MapSize 			"ﾏｯﾌﾟｻｲｽﾞ"
str_ldl_Barbarians 			"バーバリアン"

str_ldl_World 				"世界"
str_ldl_Unit 				"ユニット"
str_ldl_City 				"都市"
str_ldl_Civ 				"帝国"
str_ldl_Script 				"スクリプト"

str_ldl_ScenLand 			"陸"
str_ldl_ScenSea 			"海"
str_ldl_ScenAir 			"空"
str_ldl_ScenSpecial 			"特殊"

str_ldl_LegalOnly "保有技術内で限定"
str_ldl_ShowLabels "ラベルの表示"

str_ldl_ShowStatistics 			"統計データの表示"
str_ldl_HideStatistics 			"統計データの非表示"
str_ldl_Total "合計"

str_ldl_Exclude 			"除外"
str_ldl_AddBuildings 			"改善施設追加"
str_ldl_AddWonders 			"七不思議追加"
str_ldl_AddAdvances 			"進歩の追加"
str_ldl_Load 				"ロード"
str_ldl_FileName 			"ファイル:"

str_ldl_Leader 				"指導者の名前:"
str_ldl_CityName 			"都市名: "

str_ldl_order_attack 			"攻撃"
str_ldl_order_move 			"移動"
str_ldl_order_paradrop 			"空挺部隊降下"
str_ldl_order_investigate_city 		"都市探索"
str_ldl_order_steal_technology 		"技術強奪"
str_ldl_order_incite_revolution 	"革命扇動"
str_ldl_order_assassinate 		"暗殺"
str_ldl_order_investigate_readiness 	"臨戦態勢の調査"
str_ldl_order_bombard 			"砲爆撃"
str_ldl_order_sue 			"起訴"
str_ldl_order_franchise 		"フランチャイズ"
str_ldl_order_sue_franchise 		"フランチャイズの起訴"
str_ldl_order_establish_embassy 	"大使館設立"
str_ldl_order_expel 			"強制送還"
str_ldl_order_cause_unhappiness 	"幸福度を低下させる"
str_ldl_order_plant_nuke 		"核兵器設置"
str_ldl_order_slave_raid 		"奴隷狩り"
str_ldl_order_enslave_settler 		"開拓者の奴隷化"
str_ldl_order_underground_railway 	"奴隷解放"
str_ldl_order_incite_uprising 		"暴動扇動"
str_ldl_order_bio_infect 		"細菌攻撃"
str_ldl_order_plague 			"ウイルス攻撃"
str_ldl_order_nano_infect 		"ナノ ウィルス攻撃"
str_ldl_order_convert 			"都市改宗"
str_ldl_order_reform 			"都市宗教改革"
str_ldl_order_indulgence 		"免罪符販売"
str_ldl_order_soothsay 			"予言"
str_ldl_order_create_park 		"ナナイト浄化テロ"
str_ldl_order_pillage 			"略奪"
str_ldl_order_injoin 			"生産停止命令の提訴"
str_ldl_order_airlift 			"空輸"
str_ldl_order_throw_party 		"園遊会の開催"
str_ldl_order_intercept_trade 		"貿易ルートでの海賊行為"
str_ldl_order_pillage 			"略奪"
str_ldl_order_advertise 		"広告活動"
str_ldl_order_conduct_hit 		"暗殺実行"
str_ldl_order_settle 			"都市建設"
str_ldl_order_settle_in_city			"Settle in City"
str_ldl_order_nuke_city 		"都市の核攻撃"
str_ldl_order_disband_army 		"部隊解散"
str_ldl_order_board_transport 		"輸送ユニットへの搭乗"
str_ldl_order_unload 			"積荷を降ろす"
str_ldl_order_launch 			"打ち上げ"
str_ldl_order_target 			"核目標設定"
str_ldl_order_clear_target 		"核目標解除"
str_ldl_order_fortify 			"要塞化"
str_ldl_order_ranged_attack 		"長距離攻撃"
str_ldl_order_faith_healing 		"心霊治療"
str_ldl_order_refuel 			"補給"
str_ldl_order_sleep 			"警戒"

str_ldl_TradeYourCity 			"自国の都市"
str_ldl_TradeGood 			"交易品名"
str_ldl_TradeSendCity 			"都市名"
str_ldl_TradePrice 			"利益"
str_ldl_TradeCaravans 			"ｷｬﾗﾊﾞﾝ"
str_ldl_TradeBonus				"Bonus"
str_ldl_TradeNation 			"国家"
str_ldl_CreateRoute 			"貿易ルートの創設"
str_ldl_BreakRoute 			"貿易ルートの破棄"
str_ldl_TradeShowAdvisor		"アドバイス"
str_ldl_TradeHideAdvisor 		"アドバイス"
str_ldl_TradeSummary 			"概要"
str_ldl_TradeImport				"Import"
str_ldl_TradeMarket 			"市場"

str_ldl_TradeSellingGood 		"販売中"
str_ldl_TradeSellingToCity 		"販売先"

str_ldl_CaravansAvailable 		"利用可能なｷｬﾗﾊﾞﾝ:"
str_ldl_CaravansInUse 			"使用中のｷｬﾗﾊﾞﾝ:"
str_ldl_TotalTradeProfit 		"貿易の合計収益:"
str_ldl_TotalPiracyLoss				"Expected Piracy Loss:"
str_ldl_TotalTransitProfit			"Total Transit Profit:"
str_ldl_TotalTradeRoutes 		"貿易ﾙｰﾄの合計数:"

str_ldl_TradeTitle 			"貿易管理"
str_ldl_Advice 				"アドバイス"
str_ldl_CityManagement 			"都市管理"
str_ldl_Statistics 			"統計データ"

str_ldl_Nation 				"国家"
str_ldl_Regard 				"敬意"
str_ldl_Embassy 			"大使館"
str_ldl_AlliancesTreaties 		"同盟/条約"

str_ldl_ShowHistory 			"歴史の表示"
str_ldl_Negotiations 			"交渉に戻る"

str_ldl_DipNegotiationTable 		"交渉テーブル"

str_ldl_DiplomacyTitle 	"外交管理"
str_ldl_Treaty "条約の詳細"

str_ldl_UnitManagerTitle "ユニット管理"
str_ldl_UnitStats "ユニットの統計データ"
str_ldl_TacticalInfo "戦術情報"
str_ldl_UnitName "ユニット名"
str_ldl_NumberSign "数"
str_ldl_UnitType "ﾕﾆｯﾄ ﾀｲﾌﾟ"
str_ldl_SupportCost "維持費"
str_ldl_ARDM "A/R/D/M"
str_ldl_A "A"
str_ldl_R "R"
str_ldl_D "D"
str_ldl_M "M"
str_ldl_MilitaryState "臨戦態勢"
str_ldl_TotalUnits "合計ユニット数:"
str_ldl_DisbandUnits "ユニットの解散"

str_ldl_Army "部隊"
str_ldl_Order "命令"
str_ldl_Location "場所"
str_ldl_Health "耐久力"

str_ldl_UpkeepPercentFormat "軍隊維持費:生産力の%d%%"
str_ldl_UpkeepTotalFormat "軍隊維持費:%d生産力"

str_ldl_number "数"
str_ldl_MilitaryAdvice "軍事アドバイス"

str_ldl_READINESS_LEVEL_PEACE "平時"
str_ldl_READINESS_LEVEL_ALERT "警戒"
str_ldl_READINESS_LEVEL_WAR "戦時"

str_ldl_CheesyRightArrow "-->"
str_ldl_CheesyLeftArrow "<--"

str_ldl_DeclareWar "宣戦布告"

# Generic percent symbol for UI controls.
str_ldl_PERCENT_SYMBOL	"％"

# 一般的な[閉じる]ボタンのストリング
str_ldl_CLOSE_BUTTON	"閉じる"

# <changeme> 新しいコントロール パネルのストリング
str_ldl_CP_CITIES			"都市"
str_ldl_CP_TOT_POP			"人口"
str_ldl_CP_CUR_GOVT			"政治体制"
str_ldl_CP_PUBLIC_WORKS		"公共労働力"
str_ldl_CP_SCIENCE			"科学"
str_ldl_CP_POLLUTION		"汚染"
# 終了 <changeme> ブロック｡これ以降は､古いストリングです｡
str_ldl_CP_GOVERNOR			"市長"
str_ldl_CP_IMPROVEMENTS		"改善施設"
str_ldl_CP_TERRAFORM		"テラフォーム"
str_ldl_CP_BUILD_QUEUE_EMPTY	"生産停止中"
str_ldl_CP_EDIT_BUILD_QUEUE		"生産\n待ち列の変更"

# 国内政策の管理
str_ldl_DOMESTIC_DIALOG_TITLE		"帝国管理"
# [原因と結果]タブのパネル
str_ldl_DD_CNE_TAB					"国内政策"
str_ldl_DD_GOVERNMENT_TAB			"政治体制"
str_ldl_DD_RANKING_TAB				"ランキング"
str_ldl_DD_HAPPINESS				"帝国の幸福度:"
str_ldl_DD_RATIONS_LABEL			"食料供給:"
str_ldl_DD_WORKDAY_LABEL			"労働時間:"
str_ldl_DD_WAGES_LABEL				"賃金:"
str_ldl_DD_REQUIRED_LABEL			"必要量:"
str_ldl_DD_PUBLIC_WORKS_LABEL		"公共労働力:"
str_ldl_DD_SCIENCE_TAX_LABEL		"科学税:"
str_ldl_DD_FOOD_TITLE				"食料"
str_ldl_DD_PRODUCTION_TITLE			"生産力"
str_ldl_DD_COMMERCE_TITLE			"商業力"
str_ldl_DD_COLLECTED_LABEL			"収集量:"
str_ldl_DD_CRIME_LABEL				"犯罪:"
str_ldl_DD_SUBTOTAL_LABEL			"小計:"
str_ldl_DD_CONSUMED_LABEL			"消費量:"
str_ldl_DD_STORED_LABEL				"備蓄量:"
str_ldl_DD_UNIT_UPKEEP_LABEL		"ユニット維持費:"
str_ldl_DD_CITY_USE_LABEL			"都市の利用量:"
str_ldl_DD_BUILDING_UPKEEP_LABEL	"保守:"
str_ldl_DD_SCIENCE_LABEL			"科学:"
str_ldl_DD_SAVINGS_LABEL			"備蓄:"
str_ldl_DD_DETAILS					"詳細"
# [政治体制]タブのパネル
str_ldl_DD_GOV_CURRENT				"現在の政治体制"
str_ldl_DD_GOV_COMPARE				"比較対象"
str_ldl_DD_GOV_ENACT				"<- 制定"
str_ldl_DD_GOV_CITIES				"都市の最大割り当て量:"
str_ldl_DD_GOV_GROWTH				"帝国の人口増加率:"
str_ldl_DD_GOV_PRODUCTION			"生産力:"
str_ldl_DD_GOV_RESEARCH				"研究と科学:"
str_ldl_DD_GOV_ECONOMIC				"経済力:"
str_ldl_DD_GOV_COMMERCE				"犯罪/汚職レベル:"
str_ldl_DD_GOV_MILITARY				"軍隊の維持費:"
str_ldl_DD_GOV_LOYALTY				"市民の忠誠度:"
str_ldl_DD_GOV_MARTIAL_LAW			"戒厳令の効果:"
str_ldl_DD_GOV_ANTI_POLLUTION		"汚染に対する意識の高さと寛容度:"

# 進歩の選択ポップアップ
str_ldl_ASP_GOAL					"目標"

# 国家管理
str_ldl_NATIONAL_DIALOG_TITLE		"国家管理"
str_ldl_ND_ADVICE					"詳細"
str_ldl_ND_BUILD_QUEUE				"生産管理..."
str_ldl_ND_DISBAND					"解散"
str_ldl_ND_RESOURCE_TAB				"資源"
str_ldl_ND_RTL_CITY_NAME			"都市名"
str_ldl_ND_RTL_POPULATION			"人口"
str_ldl_ND_STATUS_TAB				"状態"
str_ldl_ND_STL_CITY_NAME			"都市名"
str_ldl_ND_STL_MAYOR				"市長"
str_ldl_ND_STL_PRIORITY				"最優先"
str_ldl_ND_STL_BUILDING				"生産"
str_ldl_ND_STL_TIME                 "ターン"
str_ldl_ND_ST_GOVERNOR				"市長:"
str_ldl_ND_ST_RUSH_BUY				"緊急購入"
str_ldl_ND_ON						"ON"
str_ldl_ND_OFF						"OFF"
str_ldl_ND_EMPTY					"無指定"
str_ldl_ND_NA						"無"
str_ldl_ND_VERIFY_DISBAND			"選択した都市を解散して構いませんか？"

# 科学管理
str_ldl_SCIENCE_DIALOG_TITLE		"科学管理"
str_ldl_SD_ADVICE					"アドバイス"
str_ldl_SD_CHANGE_RESEARCH			"研究の変更"
str_ldl_SD_CURRENT_RESEARCH_GROUP	"現在研究中"
str_ldl_SD_AL_ADVANCE_NAME			"進歩の名前"
str_ldl_SD_TURNS_TO_ADVANCE			"開発に必要なターン数:"
str_ldl_SD_CURRENT_EXPENDITURE		"現在の投入コスト:"
str_ldl_SD_TOTAL_COST				"必要コスト:"

# 科学の勝利
str_ldl_SCIENCE_VICTORY_TITLE		"科学の勝利"
str_ldl_SV_REQ_MAINFRAMES		"必要最低限のｺﾝﾄﾛｰﾗｰ ｺｱ:"
str_ldl_SV_REQ_TOWERS			"必要最低限のオベリスク:"
str_ldl_SV_REQ_SATELLITES		"必要最低限の衛星:"
str_ldl_SV_COM_MAINFRAMES		"完成したｺﾝﾄﾛｰﾗｰ ｺｱ:"
str_ldl_SV_COM_TOWERS			"完成したオベリスク:"
str_ldl_SV_COM_SATELLITES		"完成した衛星:"
str_ldl_SV_COVERAGE			"対応領域:"
str_ldl_SV_MAINFRAME_LOC		"コントローラー コアの位置"
str_ldl_SV_MAINFRAME_STAT		"状態"
str_ldl_SV_TOWER_RADIUS			"活動範囲:"
str_ldl_SV_START			"起動手順の開始"
str_ldl_SV_BUILD_QUEUE			"生産管理..."
str_ldl_SV_COMPLETE			"完成"
str_ldl_SV_INITIAL_SEQUENCE		"ガイア コントローラーの起動..."
str_ldl_SV_COUNTDOWN_SEQUENCE		"%dターンでガイア コントローラーのオンライン接続..."

# メッセージ ボックス
str_ldl_MB_OK						"OK"
str_ldl_MB_CANCEL					"ｷｬﾝｾﾙ"

# 軍管理
str_ldl_ArmyManagement "軍管理"

# 外交ウィザード
str_ldl_DiplomacyWizardTitle "外交上の提案"
str_ldl_DipWizardRequest "要求"
str_ldl_DipWizardOffer "提案"
str_ldl_DipWizardTreaty "条約"
str_ldl_DipWizSelectNation "受信者の選択:"
str_ldl_DipWizSelectTone "口調の選択:"
str_ldl_DipWizSelectRequestOfferTreaty "要求､提案､条約の選択"
str_ldl_DipWizSelectRequestTreaty "要求または条約の選択"
str_ldl_DipWizSelectOfferTreaty "提案または条約の選択"
str_ldl_DipWizSelectRequestOffer "要求または提案の選択"

str_ldl_DipWizSelectRequestOfferTreatyForCounter "代替案のための要求､提案､条約の選択"
str_ldl_DipWizSelectRequestTreaty "代替案のための要求または条約の選択"
str_ldl_DipWizSelectOfferTreaty "代替案のための提案または条約の選択"
str_ldl_DipWizSelectRequestOffer "代替案のための要求または提案の選択"

str_ldl_DipWizYear "日付:{g.year_str}"
str_ldl_DipWizRecipient "送信先は{player[0].civ_name_singular}の指導者:"
str_ldl_DipWizProposal "提案:"
str_ldl_DipWizExchange "交換条件:"
str_ldl_DipWizSend "送る"
str_ldl_DipWizNoNation "<なし>"
str_ldl_DipWizSender "送信元は{player[0].civ_name_singular}の指導者:"
str_ldl_DipWizResponse "返答"
str_ldl_DipWizCounterProposal "{player[0].leader_name}は上記の代替案を提案しています｡"
str_ldl_DipWizAccept "受け入れ"
str_ldl_DipWizReject "拒否"
str_ldl_DipWizCounter "代替案"
str_ldl_DipWizThreaten "脅迫"

str_ldl_DipWizReceivedProposal "{player[0].civ_name_plural}の提案を受け取っております｡"
str_ldl_DipWizReceivedReject "{player[0].civ_name_plural}は提案を「拒否」しました｡"
str_ldl_DipWizReceivedAccept "{player[0].civ_name_plural}は提案を「受け入れ」ました｡"
str_ldl_DipWizReceivedCounter "{player[0].civ_name_plural}は我国の代替案に返答してきました｡"
str_ldl_DipWizReceivedThreat "{player[0].civ_name_plural}が我国を威圧しています！"

str_ldl_CityWinPeopleAndResources "民衆と資源"
str_ldl_CityWinStatistics "統計データ"
str_ldl_CityWinBuildQueue "生産管理"
str_ldl_CityWinInventory "建物一覧"
str_ldl_CityWinEfficiency "効率性"
str_ldl_CityWinGrowth "人口増加"
str_ldl_BuildManagerTitle "生産管理"

###### add ':'の修正
#str_ldl_CityWinHappiness "Happiness"
#str_ldl_CityWinPollution "汚染度"
######

str_ldl_CreateProposal "提案の作成"
str_ldl_Details "詳細"

str_ldl_QueueName "待ち列名"
str_ldl_LoadQueue "ロード中..."
str_ldl_CreateCustomQueue "カスタムの作成"
str_ldl_DeleteQueue "待ち列の削除"

str_ldl_ClearQueueQuery "この都市の待ち列をクリアして構いませんか？"
str_ldl_EditQueueUnitItemFormat "%s (a:%d/r:%d/d:%d/m:%d)"

str_ldl_Insert "挿入"
str_ldl_Append "追加"
str_ldl_Overwrite "上書き"

str_ldl_EditQueueMustEnterName "名前を入力しなければ､カスタム待ち列をセーブできません｡"
str_ldl_EditQueueReallyOverwrite "本当にカスタム待ち列[%s]を上書きしても構いませんか？"
str_ldl_EditQueueReallyLoad "本当にカスタム待ち列[%s]を都市%sに設定しても構いませんか？ 実行すると､現在都市に設定された創設リストは解除されてしまいます｡"
str_ldl_EditQueueReallyLoadMulti "選択した全都市に､このカスタム待ち列[%s]をロードしても構いませんか？"

str_ldl_ScenHut "遺跡"
str_ldl_ScenRiver "河川"
str_ldl_ScenGoods "交易品"
str_ldl_Scen1 "1"
str_ldl_Scen2 "2"
str_ldl_Scen3 "3"
str_ldl_Scen4 "4"
str_ldl_ScenarioEditor "シナリオ エディター"

str_ldl_Pop "人口"
str_ldl_Mayor "市長"
str_ldl_Time "ターン"

str_ldl_HappyNegative "ペナルティー"
str_ldl_HappyPositive "ボーナス"

str_ldl_Polluters "汚染物質排出国"
str_ldl_Cleaners "汚染浄化国"

str_ldl_CityWinCrimeFormat "犯罪: %d%%"
str_ldl_IW_CONFIRM_WAR "{player[0].country_name}に宣戦布告しますか？"

# 一般
str_ldl_Building_Nothing_Label "なし"

# スパイ活動メニュー
str_ldl_EspionageMenuTitle	"スパイ活動"
str_ldl_CityEspionageTitle	"都市の探索"
str_ldl_Espionage_City_Label "{player[0].civ_name_singular} 都市:{city[0].name}"
str_ldl_Espionage_Population_Label	"汚染度:{city[0].population}"
str_ldl_Espionage_Happiness_Label	"幸福度:{city[0].happiness}"
str_ldl_Espionage_Building_Label	"現在の生産:{city[0].building}"
str_ldl_Espionage_CompleteIn_Label	"完成までのターン数:{city[0].buildingtime}"
str_ldl_Espionage_CityIncome_Label	"都市収益:{city[0].netcitygold}"
str_ldl_Espionage_GoldInTrade_Label	"貿易収入:{city[0].goldfromtraderoutes}"

# スコア ダイアログ
#add_strで以下のストリングが更新されました｡
#str_ldl_INFORMATION_DIALOG_TITLE		"統計データ"
str_ldl_SCORE_TAB_TITLE			"スコア"

str_ldl_SCORE_DIFFICULTY		"難易度:"
str_ldl_SCORE_YOUR_RANK			"ランク:"
str_ldl_SCORE_YOUR_SCORE		"スコア:"

str_ldl_SCORE_BREAKDOWN			"スコアの詳細"
str_tbl_ldl_VictoryAllied		"同盟の勝利:"
str_tbl_ldl_VictoryScience		"七不思議の勝利:"
str_tbl_ldl_VictoryConquest		"単独の勝利:"
str_tbl_ldl_InProgress			"進行中のゲーム:"
str_tbl_ldl_Defeat				"敗北:"
	
# 百科事典
str_ldl_GreatLibraryGoalSetTo "目標の設定: %s"
str_ldl_SEARCH_WORD "検索:"
str_ldl_TECH_TREE "技術系統樹"
str_ldl_SET_GOAL	"目標の設定"
str_ldl_SORT_BY_AGE "エポックで並べ替え"




# [ランキング]タブ
str_ldl_RANKING_MILITARY			"軍事"
str_ldl_RANKING_ECONOMIC			"経済"
str_ldl_RANKING_SCIENTIFIC			"科学"
str_ldl_RANKING_OVERALL				"総合"
str_ldl_RANKING_POLLUTION			"汚染"
str_ldl_RANKING_TRADE				"貿易"
str_ldl_RANKING_GOLD				"ゴールド"
str_ldl_RANKING_CITIES				"都市"
str_ldl_RANKING_POPULATION			"人口"
str_ldl_RANKING_AREA				"Area"
str_ldl_RANKING_UNITS				"ユニット"
str_ldl_RANKING_BUILDINGS			"建物"
str_ldl_RANKING_WONDERS				"七不思議"
str_ldl_INFO_RANKING_TAB			"ランキング"
str_ldl_RANKING_RANK				"ランク:"
str_ldl_LINE_BUTTON					"折れ線グラフ"
str_ldl_ZEROSUM_BUTTON				"ゼロサム グラフ"

# [タイムライン]タブ
str_ldl_INFO_TIMELINE_TAB "タイムライン"
str_ldl_RIGHT_BUTTON "右スクロール"
str_ldl_LEFT_BUTTON "左スクロール"


#情報収集活動の詳細画面
str_ldl_INTELDET_FOREIGNRELATIONS_TAB	"外交関係"
str_ldl_INTELDET_DOMESTIC_TAB			"国内"
str_ldl_INTELDET_SCIENCE_TAB			"科学"
str_ldl_DipDetails_Priveledged			"*大使館が必要な情報*"
str_ldl_DipDetails_EmpireSize			"帝国の大きさ:{player[0].cities}"
str_ldl_DipDetails_Population			"人口: %i"
str_ldl_DipDetails_Pollution			"汚染度: %i"
str_ldl_DipDetails_Capital				"首都:{player[0].capital}"
str_ldl_DipDetails_LargestCity			"最大の都市:{player[0].largestcity}"
str_ldl_DipDetails_GovType				"政治体制:{player[0].govttype}"
str_ldl_DipDetails_MilitaryState		"臨戦態勢:{player[0].militarystate}"
str_ldl_DipDetails_NowResearching		"{player[0].civ_name_singular}が現在研究中の進歩:{player[0].researching}"
str_ldl_DipDetails_KnownToGov			"{player[0].country_name}だけが知っている進歩"
str_ldl_DipDetails_KnownToYou			"自国だけが知っている進歩"
str_ldl_DipDetails_IntelReport			"{player[0].civ_name_singular}の情報レポート"
str_ldl_DipDetails_LeaderName			"指導者の名前:{player[0].leader_name}"
str_ldl_DipDetails_LeaderPersonality	"指導者の性格:{player[0].leaderperonality}"
str_ldl_DipDetails_EmbassyMsg			"* 詳細な情報を見るには大使館が必要です｡"
str_ldl_DipDetails_NoEmbassy			"<大使館なし>"

str_ldl_ImproveLand "陸"
str_ldl_ImproveOcean "海"
str_ldl_ImproveSpecial "特殊"
str_ldl_ImproveTerraformLand "陸地のテラフォーム"
str_ldl_ImproveTerraformOcean "海底のテラフォーム"

# [レーダー マップ]ボタンのラベル
str_ldl_RADAR_MAP_UNITS		"ユニット"
str_ldl_RADAR_MAP_CITIES	"都市"
str_ldl_RADAR_MAP_BORDERS	"国境"
str_ldl_RADAR_MAP_POLITICAL     "??"
str_ldl_RADAR_MAP_CAPITOLS		"?????"
str_ldl_RADAR_MAP_RELATIONSHIPS		"??"

str_ldl_BV_RETREAT "撤退"

ADVANCE_NO_SPECIFIC_ADVANCES "新しい進歩の研究を可能にする"

str_ldl_PollutionList_Population "人口から汚染度へ"
str_ldl_PollutionList_Production "生産力から汚染度へ"

str_ldl_DisbandSelectedUnits "選択したユニットを解散しますか？"

str_ldl_ShowLabels "ラベルの表示"

str_ldl_CityWinProductionTab "生産力"
str_ldl_CityWinInventoryTab  "建物一覧"
str_ldl_CityWinSpecialistTab "ｽﾍﾟｼｬﾘｽﾄ"
str_ldl_CityWinStatisticsTab "変更子"
str_ldl_CityWinUnitsTab "ユニット"


# 自動セーブのストリング
AUTOSAVE_NAME				"自動セーブ"

TRADE_ROUTE_RESET 			"貿易ルートの変更！"

VICTORY_ENSLAVEMENT_CITY 		"{unit[0].name}が新しい奴隷を捕まえて{city[0].name}に送りました｡"

HOTSEAT_HUMAN "人間"
HOTSEAT_AI "コンピュータ"

SHOW_ME "表示"
BUTTON_QUIT_GAME "ゲームの終了"

TEST_BEGIN_TURN "自国の値は{myValue}"
TEST_UNIT_KILLED "{unit[0].name}は倒されました｡"

INFOBAR_UNITS "ユニット:"
INFOBAR_CITY "都市:"
INFOBAR_UNEXPLORED "探検未了"

# UNIT_HOPLITE_NEW "装甲歩兵" # Unused to be removed

BUILD_LIST_SEQUENCE_PRODUCTION "生産力"
BUILD_LIST_SEQUENCE_GROWTH "人口増加"
BUILD_LIST_SEQUENCE_OFFENSE "攻撃"
BUILD_LIST_SEQUENCE_DEFENSE "防衛"
BUILD_LIST_SEQUENCE_SCIENCE "科学"
BUILD_LIST_SEQUENCE_GOLD "ゴールド"
BUILD_LIST_SEQUENCE_WONDERS "七不思議"
BUILD_LIST_SEQUENCE_HAPPINESS "幸福度"

MOVED_ALL_ARMIES_GENIUS "全ての部隊を移動しました｡あなたは天才に違いありません！"

UNIT_CATEGORY_GENERIC "一般"
UNIT_CATEGORY_SETTLER "開拓者"
UNIT_CATEGORY_AERIAL "空軍"
UNIT_CATEGORY_NAVAL "海軍"
UNIT_CATEGORY_UNDERSEA "海底"
UNIT_CATEGORY_ATTACK "攻撃"
UNIT_CATEGORY_DEFENSE "防衛"
UNIT_CATEGORY_RANGED "長距離攻撃"
UNIT_CATEGORY_FLANKER "挟撃"
UNIT_CATEGORY_SPECIAL "特殊"

UNIT_LOCATION_IN_FIELD "陸上"
UNIT_LOCATION_IN_SPACE "宇宙空間"

T_TURN0 "これはターン0です｡"

T_CREATE_CITY "都市が建設されました｡"

ARMY_NAME_PREFIX "番号"

#コンテクスト メニューのストリング
CONTEXT_CITY_VIEW "都市管理"
CONTEXT_CITY_BUILD "  生産管理"
CONTEXT_CITY_RENAME "  都市の名前変更"
CONTEXT_CITY_DISBAND "  都市の解散"
CONTEXT_ARMY_MANAGEMENT "軍管理"
CONTEXT_CLEAR_ORDERS "命令のクリア"

ADVANCE_GIVES_UNITS "ユニット:"
ADVANCE_GIVES_BUILDINGS "建物:"
ADVANCE_GIVES_WONDERS "七不思議:"

LEADER_ADDRESS_MALE "サー"
LEADER_ADDRESS_FEMALE "マダム"
LEADER_ADDRESS_MALE_CAP "サー"
LEADER_ADDRESS_FEMALE_CAP "マダム"

# 国家レベルの説明ストリング
EMPIRE_RATIONS_AMOUNT_0		"6"
EMPIRE_RATIONS_AMOUNT_1		"9"
EMPIRE_RATIONS_AMOUNT_2		"12"
EMPIRE_RATIONS_AMOUNT_3		"15"
